Bag number,,,Volume,Raw,Dilution,Volume,Raw,Dilution,Volume,,
28,5/30/23,5-30,>50,0.8230,0.8230,#VALUE!,0.2599,0.2599,#VALUE!,,
28,5/30/23,5-50,>50,4.605,4.605,#VALUE!,0.6194,0.6194,#VALUE!,,
28,5/30/23,6-10,46,0.8351,0.8351,38.4146,0.2162,0.2162,9.9452,,
28,5/30/23,6-30,43,0.6412,0.6412,27.5716,0.2117,0.2117,9.1031,,
28,5/30/23,6-50,>50,0.5789,0.5789,#VALUE!,0.2608,0.2608,#VALUE!,,
29,6/13/23,1-10,0,,,,,,,,
29,6/13/23,1-30,6,1.606,3.2120,19.2720,0.7098,1.4196,8.5176,,
29,6/13/23,1-50,<4,,,,,,,,
29,6/13/23,2-10,0,,,,,,,no vacuum,
29,6/13/23,2-30,4,,,,,,,,
29,6/13/23,2-50,<4,,,,,,,no vacuum,
29,6/13/23,3-10,7,1.070,2.1400,14.9800,0.7815,1.5630,10.9410,,
29,6/13/23,3-30,0,,,,,,,no vacuum,
29,6/13/23,3-50,0,,,,,,,no vacuum,
29,6/13/23,4-10,0,,,,,,,no vacuum,
29,6/13/23,4-30,4,,,,,,,,
29,6/13/23,4-50,6,1.639,3.2780,19.6680,1.062,2.1240,12.7440,,
29,6/13/23,5-10,0,,,,,,,,
29,6/13/23,5-30,12,1.141,2.2820,27.3840,0.5074,1.0148,12.1776,,
29,6/13/23,5-50,4,,,,,,,,
29,6/13/23,6-10,9,1.214,2.4280,21.8520,0.7294,1.4588,13.1292,,
29,6/13/23,6-30,14,1.403,1.403,19.6420,0.6181,0.6181,8.6534,,
29,6/13/23,6-50,19,1.820,1.820,34.5800,0.7578,0.7578,14.3982,,
29,6/27/23,1-10,<1,,,,,,,,
29,6/27/23,1-30,17,0.7912,0.7912,13.4504,0.3568,0.3568,6.0656,,
29,6/27/23,1-50,0,,,,,,,no vacuum,
29,6/27/23,2-10,0,,,,,,,,
29,6/27/23,2-30,6,0.8534,1.7068,10.2408,0.3461,0.6922,4.1532,,
29,6/27/23,2-50,23,1.088,1.088,25.0240,1.069,1.069,24.5870,,
29,6/27/23,3-10,13,0.2318,0.4636,6.0268,0.3792,0.7584,9.8592,,
29,6/27/23,3-30,<1,,,,,,,,
29,6/27/23,3-50,0,,,,,,,no vacuum,
29,6/27/23,4-10,6,0.9484,1.8968,11.3808,0.3224,0.6448,3.8688,,
29,6/27/23,4-30,7,0.8002,1.6004,11.2028,0.7607,1.5214,10.6498,,
29,6/27/23,4-50,22,0.7143,0.7143,15.7146,0.3303,0.3303,7.2666,,
29,6/27/23,5-10,0,,,,,,,,
29,6/27/23,5-30,19,1.578,1.578,29.9820,0.5253,0.5253,9.9807,,
29,6/27/23,5-50,10,0.9465,1.8930,18.9300,0.3098,0.6196,6.1960,,
29,6/27/23,6-10,1,,,,,,,no vacuum,
29,6/27/23,6-30,14,0.5341,1.0682,14.9548,0.1695,0.3390,4.7460,,
29,6/27/23,6-50,29,0.6229,0.6229,18.0641,0.3200,0.3200,9.2800,,
29,7/11/23,1-10,0,,,,,,,,
29,7/11/23,1-30,12,1.499,1.499,17.9880,0.3855,0.3855,4.6260,,
29,7/11/23,1-50,0,,,,,,,no vacuum,
29,7/11/23,2-10,0,,,,,,,,
29,7/11/23,2-30,4,,,,,,,,
29,7/11/23,2-50,20,1.019,1.019,20.3800,0.7318,0.7318,14.6360,,
29,7/11/23,3-10,14,1.422,1.422,19.9080,0.9317,0.9317,13.0438,,
29,7/11/23,3-30,>1,,,,,,,,
29,7/11/23,3-50,0,,,,,,,no vacuum,
29,7/11/23,4-10,5,,,,,,,,
29,7/11/23,4-30,9,0.2877,0.5754,5.1786,0.2084,0.4168,3.7512,,
29,7/11/23,4-50,17,1.093,1.093,18.5810,0.2836,0.2836,4.8212,,
29,7/11/23,5-10,0,,,,,,,,
29,7/11/23,5-30,23,1.186,1.186,27.2780,0.1521,0.1521,3.4983,,
29,7/11/23,5-50,10,0.7996,1.5992,15.9920,0.2443,0.4886,4.8860,sample lost,
29,7/11/23,6-10,15,1.061,1.061,15.9150,0.3455,0.3455,5.1825,,
29,7/11/23,6-30,0,,,,,,,no vacuum,
29,7/11/23,6-50,32,0.6701,0.6701,21.4432,0.2555,0.2555,8.1760,no vacuum,
29,7/25/23,1-10,0,,,,,,,no vacuum,
29,7/25/23,1-30,0,,,,,,,,
29,7/25/23,1-50,0,,,,,,,,
29,7/25/23,2-10,0,,,,,,,no vacuum,
29,7/25/23,2-30,0,,,,,,,,
29,7/25/23,2-50,0,,,,,,,,
29,7/25/23,3-10,8,,,,,,,,
29,7/25/23,3-30,0,,,,,,,no vacuum,
29,7/25/23,3-50,0,,,,,,,no vacuum,
29,7/25/23,4-10,0,,,,,,,,
29,7/25/23,4-30,0,,,,,,,no vacuum,
29,7/25/23,4-50,0,,,,,,,,
29,7/25/23,5-10,0,0.8292,1.6584,0.0000,0.4906,0.9812,0.0000,no vacuum but I have a sample,
29,7/25/23,5-30,1,,,,,,,,
29,7/25/23,5-50,0,,,,,,,,
29,7/25/23,6-10,12,0.4833,0.9666,11.5992,0.2678,0.5356,6.4272,,
29,7/25/23,6-30,0,,,,,,,no vacuum,
29,7/25/23,6-50,2,,,,,,,,
29,8/8/23,1-10,~2,,,,,,,no vacuum,
29,8/8/23,1-30,23,1.861,1.861,42.8030,0.5857,0.5857,13.4711,,
29,8/8/23,1-50,0,,,,,,,no vacuum,
29,8/8/23,2-10,0,,,,,,,no vacuum,
29,8/8/23,2-30,13,1.795,1.795,23.3350,0.4584,0.4584,5.9592,,
29,8/8/23,2-50,34,1.430,1.430,48.6200,0.7777,0.7777,26.4418,,
29,8/8/23,3-10,19,1.939,1.939,36.8410,1.186,1.186,22.5340,,
29,8/8/23,3-30,2,,,,,,,,
29,8/8/23,3-50,0,,,,,,,no vacuum,
29,8/8/23,4-10,6,3.390,6.7800,40.6800,0.8121,1.6242,9.7452,,
29,8/8/23,4-30,9,1.685,3.3700,30.3300,0.3284,0.6568,5.9112,,
29,8/8/23,4-50,26,0.6086,0.6086,15.8236,0.09343,0.09343,2.4292,,
29,8/8/23,5-10,1,,,,,,,,
29,8/8/23,5-30,39,1.813,1.813,70.7070,0.2106,0.2106,8.2134,,
29,8/8/23,5-50,7,2.377,4.7540,33.2780,1.387,2.7740,19.4180,,
29,8/8/23,6-10,19,1.378,1.378,26.1820,0.2696,0.2696,5.1224,,
29,8/8/23,6-30,11,3.094,3.094,34.0340,0.7990,0.7990,8.7890,,
29,8/8/23,6-50,44,1.251,1.251,55.0440,0.4277,0.4277,18.8188,,
29,8/22/23,1-10,8,0.9091,1.8182,14.5456,0.1515,0.3030,2.4240,,
29,8/22/23,1-30,40,0.6321,0.6321,25.2840,0.1620,0.1620,6.4800,,
29,8/22/23,1-50,0,,,,,,,,
29,8/22/23,2-10,4,,,,,,,not collected,
29,8/22/23,2-30,38,0.8010,0.8010,30.4380,0.3150,0.3150,11.9700,,
29,8/22/23,2-50,34,1.303,1.303,44.3020,0.8569,0.8569,29.1346,,
29,8/22/23,3-10,35,0.8111,0.8111,28.3885,0.8601,0.8601,30.1035,,
29,8/22/23,3-30,4,,,,,,,,
29,8/22/23,3-50,0,,,,,,,not collected,
29,8/22/23,4-10,15,1.285,1.285,19.2750,0.2449,0.2449,3.6735,,
29,8/22/23,4-30,15,0.06329,0.06329,0.9494,0.000,0.000,0.0000,,
29,8/22/23,4-50,50,3.001,3.001,150.0500,0.3761,0.3761,18.8050,,
29,8/22/23,5-10,0,,,,,,,,
29,8/22/23,5-30,29,1.607,1.607,46.6030,0.2398,0.2398,6.9542,,
29,8/22/23,5-50,5,,,,,,,not collected,
29,8/22/23,6-10,29,1.184,1.184,34.3360,0.2477,0.2477,7.1833,,
29,8/22/23,6-30,16,1.572,1.572,25.1520,0.3305,0.3305,5.2880,,
29,8/22/23,6-50,48,0.9309,0.9309,44.6832,0.3297,0.3297,15.8256,,
30,9/6/23,1-10,0,,,,,,,no vacuum,
30,9/6/23,1-30,11,1.735,1.735,19.0850,0.3183,0.3183,3.5013,,
30,9/6/23,1-50,0,,,,,,,no vacuum,
30,9/6/23,2-10,0,,,,,,,no vacuum,
30,9/6/23,2-30,4,,,,,,,,
30,9/6/23,2-50,17,2.526,2.526,42.9420,1.034,1.034,17.5780,,
30,9/6/23,3-10,8,1.399,2.7980,22.3840,0.5617,1.1234,8.9872,,
30,9/6/23,3-30,0,,,,,,,no vacuum,
30,9/6/23,3-50,0,,,,,,,no vacuum,
30,9/6/23,4-10,0,,,,,,,no vacuum,
30,9/6/23,4-30,~3,,,,,,,,
30,9/6/23,4-50,~1,,,,,,,,
30,9/6/23,5-10,0,,,,,,,no vacuum,
30,9/6/23,5-30,0,,,,,,,no vacuum,
30,9/6/23,5-50,0,,,,,,,no vacuum,
30,9/6/23,6-10,7,3.523,7.0460,49.3220,0.3357,0.6714,4.6998,,
30,9/6/23,6-30,8,1.560,3.1200,24.9600,0.3719,0.7438,5.9504,,
30,9/6/23,6-50,25,1.223,1.223,30.5750,0.3101,0.3101,7.7525,,
30,9/19/23,1-10,0,,,,,,,no vacuum,
30,9/19/23,1-30,4,,,,,,,,
30,9/19/23,1-50,0,,,,,,,no vacuum,
30,9/19/23,2-10,0,,,,,,,no vacuum,
30,9/19/23,2-30,3,,,,,,,,
30,9/19/23,2-50,0,,,,,,,,
30,9/19/23,3-10,0,,,,,,,no vacuum,
30,9/19/23,3-30,0,,,,,,,no vacuum,
30,9/19/23,3-50,0,,,,,,,no vacuum,
30,9/19/23,4-10,0,,,,,,,,
30,9/19/23,4-30,0,,,,,,,,
30,9/19/23,4-50,0,,,,,,,,
30,9/19/23,5-10,0,,,,,,,no vacuum,
30,9/19/23,5-30,0,,,,,,,no vacuum,
30,9/19/23,5-50,0,,,,,,,no vacuum,
30,9/19/23,6-10,13,0.5867,1.1734,15.2542,0.3693,0.7386,9.6018,,
30,9/19/23,6-30,3,,,,,,,,
30,9/19/23,6-50,9,1.391,2.7820,25.0380,0.2443,0.4886,4.3974,,
30,10/3/23,1-10,3,,,,,,,,
30,10/3/23,1-30,11,0.4363,0.8726,9.5986,0.08187,0.1637,1.8011,,
30,10/3/23,1-50,0,,,,,,,,
30,10/3/23,2-10,0,,,,,,,no vacuum,
30,10/3/23,2-30,35,0.9266,0.9266,32.4310,0.5710,0.5710,19.9850,,
30,10/3/23,2-50,23,1.792,1.792,41.2160,1.226,1.226,28.1980,,
30,10/3/23,3-10,51,0.7731,0.7731,39.4281,0.2424,0.2424,12.3624,,
30,10/3/23,3-30,3,,,,,,,,
30,10/3/23,3-50,0,,,,,,,no vacuum,
30,10/3/23,4-10,12,1.954,1.954,23.4480,0.7420,0.7420,8.9040,,
30,10/3/23,4-30,33,1.859,1.859,61.3470,0.7343,0.7343,24.2319,,
30,10/3/23,4-50,51,0.8495,0.8495,43.3245,0.1661,0.1661,8.4711,,
30,10/3/23,5-10,3,,,,,,,,
30,10/3/23,5-30,48,0.8725,0.8725,41.8800,0.09490,0.09490,4.5552,,
30,10/3/23,5-50,34,2.124,2.124,72.2160,0.4086,0.4086,13.8924,,
30,10/3/23,6-10,47,0.8697,0.8697,40.8759,0.3158,0.3158,14.8426,,
30,10/3/23,6-30,46,0.7051,0.7051,32.4346,0.3865,0.3865,17.7790,,
30,10/3/23,6-50,36,0.8608,0.8608,30.9888,0.3842,0.3842,13.8312,,
30,10/17/23,1-10,0,,,,,,,no vacuum,
30,10/17/23,1-30,0,,,,,,,no vaccum,
30,10/17/23,1-50,0,,,,,,,no vacuum,
30,10/17/23,2-10,0,,,,,,,,
30,10/17/23,2-30,<1,,,,,,,,
30,10/17/23,2-50,0,,,,,,,no vacuum,
30,10/17/23,3-10,0,,,,,,,no vaccum,
30,10/17/23,3-30,0,,,,,,,no vacuum,
30,10/17/23,3-50,0,,,,,,,no vacuum,
30,10/17/23,4-10,0,,,,,,,no vacuum,
30,10/17/23,4-30,0,,,,,,,no vacuum,
30,10/17/23,4-50,0,,,,,,,no vacuum,
30,10/17/23,5-10,0,,,,,,,,
30,10/17/23,5-30,0,,,,,,,,
30,10/17/23,5-50,0,,,,,,,no vacuum,
30,10/17/23,6-10,0,,,,,,,,
30,10/17/23,6-30,0,,,,,,,no vacuum,
30,10/17/23,6-50,0,,,,,,,,
30,11/1/23,1-10,6,1.483,2.9660,17.7960,0.1515,0.3030,1.8180,,
30,11/1/23,1-30,27,1.651,1.651,44.5770,0.3254,0.3254,8.7858,,
30,11/1/23,1-50,0,,,,,,,no vacuum,
30,11/1/23,2-10,1,,,,,,,,
30,11/1/23,2-30,16,1.747,1.747,27.9520,0.9669,0.9669,15.4704,,
30,11/1/23,2-50,39,0.8391,0.8391,32.7249,0.8547,0.8547,33.3333,,
30,11/1/23,3-10,26,0.7715,0.7715,20.0590,0.2056,0.2056,5.3456,,
30,11/1/23,3-30,6,1.083,2.1660,12.9960,0.3818,0.7636,4.5816,,
30,11/1/23,3-50,0,,,,,,,no vacuum,
30,11/1/23,4-10,11,2.160,2.160,23.7600,0.6298,0.6298,6.9278,,
30,11/1/23,4-30,14,2.201,2.201,30.8140,0.6252,0.6252,8.7528,,
30,11/1/23,4-50,0,,,,,,,broken,
30,11/1/23,5-10,1>,,,,,,,,
30,11/1/23,5-30,1,,,,,,,,
30,11/1/23,5-50,9,3.141,3.141,28.2690,1.017,1.017,9.1530,,
30,11/1/23,6-10,44,1.000,1.000,44.0000,0.5943,0.5943,26.1492,,
30,11/1/23,6-30,1,,,,,,,,
30,11/1/23,6-50,53,0.6884,0.6884,36.4852,0.4032,0.4032,21.3696,,
30,11/14/23,1-10,9,1.810,3.6200,32.5800,0.3442,0.6884,6.1956,,
30,11/14/23,1-30,26,1.600,1.600,41.6000,0.2386,0.2386,6.2036,,
30,11/14/23,1-50,0,,,,,,,no vacuum,
30,11/14/23,2-10,0,,,,,,,,
30,11/14/23,2-30,13,2.257,2.257,29.3410,0.9357,0.9357,12.1641,,
30,11/14/23,2-50,33,1.425,1.425,47.0250,0.8817,0.8817,29.0961,,
30,11/14/23,3-10,6,3.607,7.2140,43.2840,0.5146,1.0292,6.1752,,
30,11/14/23,3-30,4,,,,,,,,
30,11/14/23,3-50,0,,,,,,,,
30,11/14/23,4-10,9,1.742,3.4840,31.3560,0.7585,1.5170,13.6530,,
30,11/14/23,4-30,10,2.038,2.038,20.3800,1.562,1.562,15.6200,,
30,11/14/23,4-50,0,,,,,,,no vacuum,
30,11/14/23,5-10,1,,,,,,,,
30,11/14/23,5-30,40,0.9669,0.9669,38.6760,0.4198,0.4198,16.7920,,
30,11/14/23,5-50,4,,,,,,,,
30,11/14/23,6-10,24,0.8257,0.8257,19.8168,0.8405,0.8405,20.1720,,
30,11/14/23,6-30,9,1.162,2.3240,20.9160,0.4118,0.8236,7.4124,,
30,11/14/23,6-50,41,1.124,1.124,46.0840,0.4363,0.4363,17.8883,,
30,11/28/23,1-10,0,,,,,,,no vacuum,
30,11/28/23,1-30,24,0.8399,0.8399,20.1576,0.1716,0.1716,4.1184,,
30,11/28/23,1-50,0,,,,,,,no vacuum,
30,11/28/23,2-10,0,,,,,,,,
30,11/28/23,2-30,0,,,,,,,,
30,11/28/23,2-50,27,0.4422,0.4422,11.9394,0.4700,0.4700,12.6900,,
30,11/28/23,3-10,17,1.097,1.097,18.6490,0.5843,0.5843,9.9331,,
30,11/28/23,3-30,<1,,,,,,,,
30,11/28/23,3-50,0,,,,,,,no vacuum,
30,11/28/23,4-10,2,,,,,,,,
30,11/28/23,4-30,0,,,,,,,,
30,11/28/23,4-50,0,,,,,,,no vacuum,
30,11/28/23,5-10,0,,,,,,,no vacuum,
30,11/28/23,5-30,31,1.301,1.301,40.3310,0.4567,0.4567,14.1577,,
30,11/28/23,5-50,0,,,,,,,no vacuum,
30,11/28/23,6-10,8,1.305,2.6100,20.8800,0.5576,1.1152,8.9216,,
30,11/28/23,6-30,4,,,,,,,,
30,11/28/23,6-50,14,1.595,1.595,22.3300,0.3401,0.3401,4.7614,,
30,12/12/23,1-10,0,,,,,,,no vacuum,
30,12/12/23,1-30,26,1.432,1.432,37.2320,0.4245,0.4245,11.0370,,
30,12/12/23,1-50,0,,,,,,,no vacuum,
30,12/12/23,2-10,1,,,,,,,,
30,12/12/23,2-30,40,0.5818,0.5818,23.2720,0.9126,0.9126,36.5040,,
30,12/12/23,2-50,32,0.7384,0.7384,23.6288,1.093,1.093,34.9760,,
30,12/12/23,3-10,14,,,,,,,,
30,12/12/23,3-30,5,,,,,,,,
30,12/12/23,3-50,0,,,,,,,no vacuum,
30,12/12/23,4-10,14,1.070,1.070,14.9800,1.407,1.407,19.6980,,
30,12/12/23,4-30,0,,,,,,,,
30,12/12/23,4-50,0,,,,,,,no vacuum,
30,12/12/23,5-10,0,,,,,,,no vacuum,
30,12/12/23,5-30,0,,,,,,,no vacuum,
30,12/12/23,5-50,0,,,,,,,no vacuum,
30,12/12/23,6-10,34,0.8158,0.8158,27.7372,0.6757,0.6757,22.9738,,
30,12/12/23,6-30,15,2.943,2.943,44.1450,1.844,1.844,27.6600,,
30,12/12/23,6-50,33,0.9060,0.9060,29.8980,0.2337,0.2337,7.7121,,
30,12/27/23,1-10,6,,,,,,,not collected,
30,12/27/23,1-30,33,0.5647,0.5647,18.6351,0.2257,0.2257,7.4481,,
30,12/27/23,1-50,0,,,,,,,no vacuum,
30,12/27/23,2-10,2,,,,,,,,
30,12/27/23,2-30,36,1.407,1.407,50.6520,0.9902,0.9902,35.6472,,
30,12/27/23,2-50,53,0.7924,0.7924,41.9972,1.811,1.811,95.9830,,
30,12/27/23,3-10,33,0.4166,0.4166,13.7478,0.1503,0.1503,4.9599,,
30,12/27/23,3-30,10,0.8317,1.6634,16.6340,0.2227,0.4454,4.4540,,
30,12/27/23,3-50,<1,,,,,,,,
30,12/27/23,4-10,52,0.5738,0.5738,29.8376,0.6126,0.6126,31.8552,,
30,12/27/23,4-30,37,0.8793,0.8793,32.5341,1.752,1.752,64.8240,,
30,12/27/23,4-50,15,2.629,2.629,39.4350,0.9645,0.9645,14.4675,,
30,12/27/23,5-10,~1,,,,,,,,
30,12/27/23,5-30,6,0.9128,1.8256,10.9536,0.1655,0.3310,1.9860,,
30,12/27/23,5-50,0,,,,,,,no vacuum,
30,12/27/23,6-10,0,,,,,,,no vacuum,
30,12/27/23,6-30,11,1.115,1.115,12.2650,0.4752,0.4752,5.2272,,
30,12/27/23,6-50,54,0.5801,0.5801,31.3254,0.2099,0.2099,11.3346,,
31,1/10/24,1-10,0,,,,,,,no vacuum,
31,1/10/24,1-30,<1,,,,,,,,
31,1/10/24,1-50,0,,,,,,,no vacuum,
31,1/10/24,2-10,0,,,,,,,no vacuum,
31,1/10/24,2-30,2,,,,,,,,
31,1/10/24,2-50,7,0.9252,1.8504,12.9528,0.8646,1.7292,12.1044,,
31,1/10/24,3-10,6,1.860,3.7200,22.3200,0.1160,0.2320,1.3920,,
31,1/10/24,3-30,0,,,,,,,no vacuum,
31,1/10/24,3-50,0,,,,,,,no vacuum,
31,1/10/24,4-10,0,,,,,,,no vacuum,
31,1/10/24,4-30,0,,,,,,,no vacuum,
31,1/10/24,4-50,0,,,,,,,no vacuum,
31,1/10/24,5-10,0,,,,,,,no vacuum,
31,1/10/24,5-30,7,1.189,2.3780,16.6460,0.1298,0.2596,1.8172,,
31,1/10/24,5-50,<1,,,,,,,,
31,1/10/24,6-10,5,,,,,,,,
31,1/10/24,6-30,0,,,,,,,no vacuum,
31,1/10/24,6-50,6,0.9944,1.9888,11.9328,0.1099,0.2198,1.3188,,
31,1/23/24,1-10,0,,,,,,,no vacuum,
31,1/23/24,1-30,2,,,,,,,,
31,1/23/24,1-50,<1,,,,,,,,
31,1/23/24,2-10,0,,,,,,,no vacuum,
31,1/23/24,2-30,1,,,,,,,,
31,1/23/24,2-50,6,2.168,4.3360,26.0160,0.8155,1.6310,9.7860,,
31,1/23/24,3-10,0,,,,,,,,
31,1/23/24,3-30,0,,,,,,,no vacuum,
31,1/23/24,3-50,0,,,,,,,no vacuum,
31,1/23/24,4-10,0,,,,,,,no vacuum,
31,1/23/24,4-30,0,,,,,,,no vacuum,
31,1/23/24,4-50,0,,,,,,,no vacuum,
31,1/23/24,5-10,0,,,,,,,no vacuum,
31,1/23/24,5-30,6,3.214,6.4280,38.5680,0.2033,0.4066,2.4396,,
31,1/23/24,5-50,<1,,,,,,,,
31,1/23/24,6-10,0,,,,,,,no vacuum,
31,1/23/24,6-30,2,,,,,,,2,
31,1/23/24,6-50,6,1.071,2.1420,12.8520,0.1195,0.2390,1.4340,,
31,2/6/24,1-10,0,,,,,,,no vacuum,
31,2/6/24,1-30,19,1.419,1.419,26.9610,0.7952,0.7952,15.1088,,
31,2/6/24,1-50,0,,,,,,,no vacuum,
31,2/6/24,2-10,1,,,,,,,,
31,2/6/24,2-30,0,,,,,,,,
31,2/6/24,2-50,45,0.8810,0.8810,39.6450,1.397,1.397,62.8650,,
31,2/6/24,3-10,31,0.6420,0.6420,19.9020,0.2549,0.2549,7.9019,,
31,2/6/24,3-30,3,,,,,,,,
31,2/6/24,3-50,0,,,,,,,,
31,2/6/24,4-10,7,1.617,3.2340,22.6380,0.6543,1.3086,9.1602,,
31,2/6/24,4-30,18,3.002,3.002,54.0360,1.737,1.737,31.2660,,
31,2/6/24,4-50,0,,,,,,,no vacuum,
31,2/6/24,5-10,0,,,,,,,no vacuum,
31,2/6/24,5-30,15,1.204,1.204,18.0600,0.07830,0.07830,1.1745,,
31,2/6/24,5-50,<1,,,,,,,,
31,2/6/24,6-10,22,0.8370,0.8370,18.4140,0.2720,0.2720,5.9840,,
31,2/6/24,6-30,16,1.253,1.253,20.0480,0.4112,0.4112,6.5792,,
31,2/6/24,6-50,0,,,,,,,no vacuum,
31,2/21/24,1-10,0,,,,,,,no vacuum,
31,2/21/24,1-30,0,,,,,,,no vacuum,
31,2/21/24,1-50,0,,,,,,,no vacuum,
31,2/21/24,2-10,0,,,,,,,no vacuum,
31,2/21/24,2-30,0,,,,,,,no vacuum,
31,2/21/24,2-50,0,,,,,,,no vacuum,
31,2/21/24,3-10,0,,,,,,,,
31,2/21/24,3-30,0,,,,,,,no vacuum,
31,2/21/24,3-50,0,,,,,,,no vacuum,
31,2/21/24,4-10,0,,,,,,,no vacuum,
31,2/21/24,4-30,0,,,,,,,no vacuum,
31,2/21/24,4-50,0,,,,,,,no vacuum,
31,2/21/24,5-10,0,,,,,,,no vacuum,
31,2/21/24,5-30,0,,,,,,,no vacuum,
31,2/21/24,5-50,0,,,,,,,no vacuum,
31,2/21/24,6-10,0,,,,,,,,
31,2/21/24,6-30,<1,,,,,,,,
31,2/21/24,6-50,0,,,,,,,no vacuum,
31,3/5/24,1-10,0,,,,,,,no vacuum,
31,3/5/24,1-30,0,,,,,,,no vacuum,
31,3/5/24,1-50,0,,,,,,,no vacuum,
31,3/5/24,2-10,0,,,,,,,,
31,3/5/24,2-30,10,8.314,8.314,83.1400,1.829,1.829,18.2900,,
31,3/5/24,2-50,0,,,,,,,,
31,3/5/24,3-10,17,3.182,3.182,54.0940,1.169,1.169,19.8730,,
31,3/5/24,3-30,4,,,,,,,,
31,3/5/24,3-50,0,,,,,,,,
31,3/5/24,4-10,0,,,,,,,no vacuum,
31,3/5/24,4-30,14,2.223,2.223,31.1220,1.406,1.406,19.6840,,
31,3/5/24,4-50,0,,,,,,,no vacuum,
31,3/5/24,5-10,>1,,,,,,,,
31,3/5/24,5-30,31,1.219,1.219,37.7890,0.1663,0.1663,5.1553,,
31,3/5/24,5-50,10,4.424,4.424,44.2400,1.077,1.077,10.7700,,
31,3/5/24,6-10,0,,,,,,,no vacuum,
31,3/5/24,6-30,9,1.618,3.2360,29.1240,0.3674,0.7348,6.6132,,
31,3/5/24,6-50,0,,,,,,,no vacuum,
31,3/19/24,1-10,<1,,,,,,,,
31,3/19/24,1-30,<1,,,,,,,,
31,3/19/24,1-50,<1,,,,,,,,
31,3/19/24,2-10,0,,,,,,,no vacuum,
31,3/19/24,2-30,8,3.868,7.7360,61.8880,0.5495,1.0990,8.7920,,
31,3/19/24,2-50,19,1.436,1.436,27.2840,0.7563,0.7563,14.3697,,
31,3/19/24,3-10,12,2.345,2.345,28.1400,0.2012,0.2012,2.4144,,
31,3/19/24,3-30,<1,,,,,,,,
31,3/19/24,3-50,0,,,,,,,no vacuum,
31,3/19/24,4-10,<1,,,,,,,,
31,3/19/24,4-30,<1,,,,,,,,
31,3/19/24,4-50,0,,,,,,,,
31,3/19/24,5-10,<1,,,,,,,,
31,3/19/24,5-30,15,1.069,1.069,16.0350,0.1103,0.1103,1.6545,,
31,3/19/24,5-50,0,,,,,,,no vacuum,
31,3/19/24,6-10,15,3.798,3.798,56.9700,0.2662,0.2662,3.9930,,
31,3/19/24,6-30,<1,,,,,,,no vacuum,
31,3/19/24,6-50,26,1.246,1.246,32.3960,0.1561,0.1561,4.0586,,
31,4/2/24,1-10,0,,,,,,,no vacuum,
31,4/2/24,1-30,0,,,,,,,no vacuum,
31,4/2/24,1-50,0,,,,,,,no vacuum,
31,4/2/24,2-10,0,,,,,,,no vacuum,
31,4/2/24,2-30,0,,,,,,,no vacuum,
31,4/2/24,2-50,0,,,,,,,no vacuum,
31,4/2/24,3-10,0,,,,,,,no vacuum,
31,4/2/24,3-30,0,,,,,,,no vacuum,
31,4/2/24,3-50,0,,,,,,,no vacuum,
31,4/2/24,4-10,0,,,,,,,no vacuum,
31,4/2/24,4-30,0,,,,,,,no vacuum,
31,4/2/24,4-50,0,,,,,,,no vacuum,
31,4/2/24,5-10,0,,,,,,,no vacuum,
31,4/2/24,5-30,0,,,,,,,no vacuum,
31,4/2/24,5-50,0,,,,,,,no vacuum,
31,4/2/24,6-10,0,,,,,,,no vacuum,
31,4/2/24,6-30,0,,,,,,,no vacuum,
31,4/2/24,6-50,0,,,,,,,no vacuum,
31,4/16/24,1-10,10,1.289,2.5780,25.7800,1.181,2.3620,23.6200,,
31,4/16/24,1-30,0,,,,,,,no vacuum,
31,4/16/24,1-50,0,,,,,,,no vacuum/needs replacement,
31,4/16/24,2-10,19,1.910,1.910,36.2900,2.590,2.590,49.2100,,
31,4/16/24,2-30,47,1.164,1.164,54.7080,1.025,1.025,48.1750,,
31,4/16/24,2-50,54,0.7630,0.7630,41.2020,1.854,1.854,100.1160,,
31,4/16/24,3-10,>50,0.9611,0.9611,#VALUE!,0.1370,0.1370,#VALUE!,needs replacement,
31,4/16/24,3-30,0,,,,,,,no vacuum,
31,4/16/24,3-50,9,2.167,4.3340,39.0060,0.3576,0.7152,6.4368,,
31,4/16/24,4-10,52,0.9523,0.9523,49.5196,0.4537,0.4537,23.5924,,
31,4/16/24,4-30,>50,0.8703,0.8703,#VALUE!,0.7665,0.7665,#VALUE!,,
31,4/16/24,4-50,0,,,,,,,no vacuum,
31,4/16/24,5-10,0,,,,,,,no vacuum,
31,4/16/24,5-30,0,,,,,,,no vacuum,
31,4/16/24,5-50,0,,,,,,,no vacuum,
31,4/16/24,6-10,16,2.690,2.690,43.0400,0.7437,0.7437,11.8992,,
31,4/16/24,6-30,54,0.9697,0.9697,52.3638,0.2992,0.2992,16.1568,,
31,4/16/24,6-50,>50,0.8837,0.8837,#VALUE!,0.3582,0.3582,#VALUE!,needs replacement,
31,4/30/24,1-10,0,,,,,,,no vacuum,
31,4/30/24,1-30,13,2.177,2.177,28.3010,1.769,1.769,22.9970,,
31,4/30/24,1-50,0,,,,,,,no vacuum,
31,4/30/24,2-10,0,,,,,,,no vacuum,
31,4/30/24,2-30,0,,,,,,,no vacuum,
31,4/30/24,2-50,0,,,,,,,no vacuum,
